Product name in Flipkart,Retail price in Flipkart,Discounted price in Flipkart,Product id,Product category in Flipkart,Product name in Amazon,Retail price in Amazon,Discounted price in Amazon,Product category,match
"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0,WATECSW5VZSZETGS,Watches,"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls",1083,739,Watches,1
Vencer Stella 7lyt1011 Digital Watch  - For Boys,399.0,144.0,WATE9R7HUBNEKXRQ,Watches,Vencer Stella 7lyt1011 Digital Watch  - For Boys,381,178,Watches,1
La Briza Mile Boots,3999.0,3999.0,SHODWMHHCXTD47NQ,Footwear,La Briza Mile Boots,3998,4701,Footwear,1
"Casela CAS-W-13 Basic Analog Watch  - For Boys, Girls",3999.0,899.0,WATEBJ37KBB3SEBR,Watches,"Casela CAS-W-13 Basic Analog Watch  - For Boys, Girls",3979,1064,Watches,1
Sneha Unique Boots,1799.0,899.0,SHOECT5VY7CWRY4G,Footwear,Sneha Unique Boots,1794,1026,Footwear,1
Timer TC_-_690143 Analog Watch  - For Boys,1299.0,549.0,WATEAYYG5EDFWTCS,Watches,Timer TC_-_690143 Analog Watch  - For Boys,1287,707,Watches,1
NE Regular Fit Men's Jeans,4999.0,1899.0,JEAEDJXQXQZ8TMTU,Clothing,NE Regular Fit Men's Jeans,4988,2180,Clothing,1
Shuz Touch Boots,2995.0,2995.0,SHOECXPMAQXZ3QPH,Footwear,Shuz Touch Boots,2989,3434,Footwear,1
Kielz Ladies Boots,2499.0,1149.0,SHOEF9G8CVWHRH5M,Footwear,Kielz Ladies Boots,2492,1393,Footwear,1
"Colat COLAT_M08 Roman Numerals Analog Watch  - For Men, Boys",4999.0,1049.0,WATE2RX9CHBGEDRC,Watches,"Colat COLAT_M08 Roman Numerals Analog Watch  - For Men, Boys",4991,1287,Watches,1
Kielz Ladies Boots,2299.0,899.0,SHOEFMRZZAXFQW4F,Footwear,Kielz Ladies Boots,2287,1067,Footwear,1
Belle Gambe Boots,3999.0,1695.0,SHOEC9FZ3BAF7ASF,Footwear,Belle Gambe Boots,3988,2169,Footwear,1
"Titan 1639SL03 Analog Watch  - For Boys, Men",1795.0,1695.0,WATEDBVHQ6AJX7N9,Watches,"Titan 1639SL03 Analog Watch  - For Boys, Men",1783,2169,Watches,1
Selfie Boots,1200.0,599.0,SHOECSWQCEZRR82X,Footwear,Selfie Boots,1191,773,Footwear,1
Clincher Semonday Boots,3499.0,3499.0,SHOE8SESVWJYNH37,Footwear,Clincher Semonday Boots,3497,4157,Footwear,1
"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls",799.0,200.0,WATEDFHARG4YSPCA,Watches,"Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch  - For Men, Women, Boys, Girls",790,233,Watches,1
Kielz Ladies Boots,2499.0,1149.0,SHOEF9G8Z4ZXF6WE,Footwear,Kielz Ladies Boots,2485,1446,Footwear,1
"Q&Q VQ13-008 Analog Watch  - For Girls, Boys",585.0,526.0,WATDUHDBDTTVEMWS,Watches,"Q&Q VQ13-008 Analog Watch  - For Girls, Boys",573,620,Watches,1
Belle Gambe Boots,3499.0,1765.0,SHOEC9FZGGD6GJRV,Footwear,Belle Gambe Boots,3495,2123,Footwear,1
"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",1925.0,1829.0,WATECDDDQ7SFDD6K,Watches,"Escort E-1700-906_Blk Analog Watch  - For Men, Boys",1919,2269,Watches,1
Roxy Boots,19995.0,9997.0,SHOE9UDJKNVSDH72,Footwear,Roxy Boots,19979,12156,Footwear,1
Lee Men's Jeans,2699.0,1619.0,JEAE6YUTDBH6DCPK,Clothing,Lee Men's Jeans,2681,2089,Clothing,1
Bruno Manetti 676 Boots,2999.0,1199.0,SHOE6DVYGT9ZHBUY,Footwear,Bruno Manetti 676 Boots,2979,1482,Footwear,1
"Estilo 1056 Analog Watch  - For Boys, Men",1299.0,299.0,WATECSYFBDTEVR5V,Watches,"Estilo 1056 Analog Watch  - For Boys, Men",1295,371,Watches,1
Jack klein BlackLed Digital Watch  - For Boys,999.0,150.0,WATEAYZJBFJXB4FZ,Watches,Jack klein BlackLed Digital Watch  - For Boys,994,187,Watches,1
"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women",235.0,150.0,WATE6GAQSZYB3FKY,Watches,"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women",220,176,Watches,1
Shuz Touch Boots,1499.0,1270.0,SHOEBKEYSKS87GKG,Footwear,Shuz Touch Boots,1484,1448,Footwear,1
Foot Candy Boots,2899.0,1699.0,SHOEC898KWFVFESU,Footwear,Foot Candy Boots,2887,2095,Footwear,1
Credos Boots,4499.0,3499.0,SHOEDHHSRF6FMWGA,Footwear,Credos Boots,4496,4097,Footwear,1
"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls",999.0,149.0,WATECZKY7QX38DNH,Watches,"Rich Club Apple Shaped LED Digital Watch  - For Boys, Girls",996,164,Watches,1
"Skmei AD1031-Black Formal Analog-Digital Watch  - For Men, Boys",2499.0,1699.0,WATE9MVXX3DZ5UKD,Watches,"Skmei AD1031-Black Formal Analog-Digital Watch  - For Men, Boys",2489,2146,Watches,1
Kielz Ladies Boots,2799.0,1299.0,SHOEF9G8WTWGAAFB,Footwear,Kielz Ladies Boots,2792,1535,Footwear,1
"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys",1395.0,350.0,WATED3ZJHMGJQ8EY,Watches,"Kms Ironman_Look_Led_Black11 Digital Watch  - For Men, Women, Girls, Boys",1378,392,Watches,1
Anand Archies Boots,499.0,499.0,SHOECXPHZSFGQEZZ,Footwear,Anand Archies Boots,492,575,Footwear,1
Magnum Footwear Lifestyle Boots,2999.0,1899.0,SHOEBZ65KFSBZKBT,Footwear,Magnum Footwear Lifestyle Boots,2992,2185,Footwear,1
Steppings Trendy Boots,2199.0,1099.0,SHOE2GUJW6XNFG3W,Footwear,Steppings Trendy Boots,2185,1390,Footwear,1
Swag 670038 Analog Watch  - For Boys,2499.0,899.0,WATECF8ZMJRTGZVK,Watches,Swag 670038 Analog Watch  - For Boys,2480,1126,Watches,1
Bonzer Boots,999.0,499.0,SHOEAPCYWEAFSFU5,Footwear,Bonzer Boots,987,582,Footwear,1
Roadster Skinny Fit Fit Men's Jeans,2499.0,1249.0,JEAE8CZGJ8PGGHRQ,Clothing,Roadster Skinny Fit Fit Men's Jeans,2495,1414,Clothing,1
Selfie Black Denim Boots,1000.0,499.0,SHOE3TZMQHKWG7TT,Footwear,Selfie Black Denim Boots,990,638,Footwear,1
Steppings Boots Boots,3199.0,2559.0,SHOEBG6ZS2YREWHD,Footwear,Steppings Boots Boots,3193,2835,Footwear,1
"Q&Q LLA2-213 Digital Watch  - For Boys, Girls",645.0,645.0,WATDZ9CEZAQHHTZ6,Watches,"Q&Q LLA2-213 Digital Watch  - For Boys, Girls",626,822,Watches,1
Belle Gambe Winter Boots,3499.0,1695.0,SHOEFZXRNYJKPPYG,Footwear,Belle Gambe Winter Boots,3498,1943,Footwear,1
"Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men",399.0,159.0,WATEAUABHVPGRBAS,Watches,"Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men",398,180,Watches,1
Kielz Ladies Boots,2499.0,1249.0,SHOE2ZNGUCA4DHHP,Footwear,Kielz Ladies Boots,2485,1518,Footwear,1
Kielz Boots,2499.0,1999.0,SHOECS7EXZXZSWHW,Footwear,Kielz Boots,2496,2566,Footwear,1
"Franck Bella FB74C Analog Watch  - For Boys, Men",1299.0,780.0,WATE9M3RRRKZK4FD,Watches,"Franck Bella FB74C Analog Watch  - For Boys, Men",1295,931,Watches,1
Carlton London Boots,2295.0,2295.0,SHOECB92BGNGSZGZ,Footwear,Carlton London Boots,2279,2871,Footwear,1
Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,349.0,249.0,WATE695YXNTDWTE8,Watches,Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,331,298,Watches,1
Shuz Touch Boots,4495.0,4495.0,SHOECJD5WVAGAJEH,Footwear,Shuz Touch Boots,4485,5839,Footwear,1
La Briza Andria Boots,2099.0,2099.0,SHOEFAJ5TYC2JMCH,Footwear,La Briza Andria Boots,2085,2641,Footwear,1
"Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys",2345.0,1179.0,WATE8B5KWSTMZK7P,Watches,"Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys",2343,1456,Watches,1
Kielz Ladies Boots,1899.0,999.0,SHOEF9G8NSYGZW8W,Footwear,Kielz Ladies Boots,1883,1236,Footwear,1
Carlton London Boots,1995.0,1995.0,SHOECBN4QGZECV6F,Footwear,Carlton London Boots,1988,2334,Footwear,1
"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys",1799.0,1199.0,WATE9MVXHMTCFZSP,Watches,"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys",1784,1327,Watches,1
Urban Country Ladies Boots,3299.0,1650.0,SHOEFHP6DMKFTPHQ,Footwear,Urban Country Ladies Boots,3296,2015,Footwear,1
Now SP-ETHNIC Analog Watch  - For Boys,600.0,600.0,WATECDB6HPXBVXCF,Watches,Now SP-ETHNIC Analog Watch  - For Boys,586,767,Watches,1
"Disney MSFR190-01B Analog Watch  - For Boys, Girls",1350.0,1350.0,WATDQZGHD8QYYXTQ,Watches,"Disney MSFR190-01B Analog Watch  - For Boys, Girls",1344,1597,Watches,1
Get Glamr Designer Yuvu Boots,3499.0,2799.0,SHOEC8QGMZ3UJFTG,Footwear,Get Glamr Designer Yuvu Boots,3483,3565,Footwear,1
Kielz Boots,2499.0,2399.0,SHOECS7GMGV2HHYE,Footwear,Kielz Boots,2481,3094,Footwear,1
Belle Gambe Boots,3999.0,1765.0,SHOEC9FZZGGADEFJ,Footwear,Belle Gambe Boots,3985,1979,Footwear,1
Remson India Boots,3999.0,1999.0,SHOECXZEHUBBZYJV,Footwear,Remson India Boots,3993,2458,Footwear,1
Steppings Trendy Boots,1599.0,639.0,SHOE2FQCMD3TAYMF,Footwear,Steppings Trendy Boots,1592,734,Footwear,1
Jacques Farel KWD2324 Analog Watch  - For Boys,2850.0,1567.0,WATDUKHHH4SQXDAK,Watches,Jacques Farel KWD2324 Analog Watch  - For Boys,2838,1748,Watches,1
Rialto Boots,2795.0,1800.0,SHOEDD2H6ZHT9YNQ,Footwear,Rialto Boots,2786,2165,Footwear,1
Salt N Pepper 13-455 Pisa Black Boots,4995.0,3746.0,SHODUMFYWTPDYNX6,Footwear,Salt N Pepper 13-455 Pisa Black Boots,4993,4661,Footwear,1
"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys",999.0,299.0,WATECVGYJXPGREKD,Watches,"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys",988,354,Watches,1
Klaur Melbourne Boots,3499.0,1574.0,SHOEBFYWECAPUEXE,Footwear,Klaur Melbourne Boots,3480,1868,Footwear,1
"Positif Pfbk612 Analog Watch  - For Men, Boys",1100.0,800.0,WATEDFZPGGZG8HGM,Watches,"Positif Pfbk612 Analog Watch  - For Men, Boys",1086,978,Watches,1
Selfie Boots,1200.0,599.0,SHOECV4SKFKBN8QQ,Footwear,Selfie Boots,1183,751,Footwear,1
"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys",8995.0,8545.0,WATEBFPXFYMWJGJZ,Watches,"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys",8975,10759,Watches,1
Salt N Pepper 13-019 Femme Taupe Boots Boots,4195.0,2050.0,SHOE6ZQFRGNTW8JX,Footwear,Salt N Pepper 13-019 Femme Taupe Boots Boots,4181,2524,Footwear,1
"Franck Bella FB127A Analog Watch  - For Boys, Men",1250.0,999.0,WATEBD3FJNXFXSBH,Watches,"Franck Bella FB127A Analog Watch  - For Boys, Men",1232,1292,Watches,1
Get Glamr Stylish Boots,1999.0,499.0,SHOE3URGYEVZ55GD,Footwear,Get Glamr Stylish Boots,1992,596,Footwear,1
"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls",1350.0,555.0,WATEB5EZRN3NYXAG,Watches,"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls",1340,719,Watches,1
Steppings Trendy Boots,1799.0,719.0,SHOE2FQCR89ZNN8W,Footwear,Steppings Trendy Boots,1789,910,Footwear,1
Steppings Boots Boots,3199.0,2559.0,SHOEBG6ZGRJ9BGGN,Footwear,Steppings Boots Boots,3186,3195,Footwear,1
"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",1499.0,999.0,WATE9MVXDEVHGHAU,Watches,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys",1488,1206,Watches,1
Do Bhai Boots,799.0,699.0,SHOECKEYCF73BXZX,Footwear,Do Bhai Boots,798,904,Footwear,1
"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0,WATECSW5XEYZW3G6,Watches,"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls",1076,736,Watches,1
Steppings Boots Boots,3199.0,2559.0,SHOEBG7YXR7GHBHM,Footwear,Steppings Boots Boots,3191,3097,Footwear,1
Steppings Trendy Boots,3499.0,2099.0,SHOE3S9BGW4GGEFJ,Footwear,Steppings Trendy Boots,3484,2367,Footwear,1
Sam Stefy Boots,1050.0,449.0,SHOEBYWSZ4ZRNQPU,Footwear,Sam Stefy Boots,1041,565,Footwear,1
TEN TEN Women's Tan Mid Length Boots Boots,4495.0,1895.0,SHOECK2F25ZZS6GG,Footwear,TEN TEN Women's Tan Mid Length Boots Boots,4491,2440,Footwear,1
Remson India Boots,3999.0,1999.0,SHOECXZEFH55CZT9,Footwear,Remson India Boots,3982,2284,Footwear,1
Get Glamr Dazzle Boots,3499.0,499.0,SHOE56UUZKFVHXYP,Footwear,Get Glamr Dazzle Boots,3482,584,Footwear,1
"Jack Klein Goldjack Analog Watch  - For Boys, Men",1999.0,262.0,WATE9CFHPAEU3G4B,Watches,"Jack Klein Goldjack Analog Watch  - For Boys, Men",1989,296,Watches,1
Dearfoams Boots,1820.0,1820.0,SHOE8NA5SUXGYGYY,Footwear,Dearfoams Boots,1812,2278,Footwear,1
"fastrack 38015PL01 Analog Watch  - For Men, Boys",2495.0,2495.0,WATE9WKSHRYTM2PP,Watches,"fastrack 38015PL01 Analog Watch  - For Men, Boys",2494,2798,Watches,1
Kielz Ladies Boots,2799.0,1299.0,SHOEF9G8GXBDSEUG,Footwear,Kielz Ladies Boots,2787,1488,Footwear,1
"A Avon PK_504 Analog Watch  - For Men, Boys",2499.0,1249.0,WATEBNXNMQQQFSQG,Watches,"A Avon PK_504 Analog Watch  - For Men, Boys",2498,1545,Watches,1
Kielz Ladies Boots,1999.0,999.0,SHOE356K9ZRUHW5N,Footwear,Kielz Ladies Boots,1987,1233,Footwear,1
"Franck Bella FB0122DD Analog Watch  - For Men, Boys",1299.0,1039.0,WATEBS25GGVJ87KF,Watches,"Franck Bella FB0122DD Analog Watch  - For Men, Boys",1288,1262,Watches,1
Catwalk Boots,2095.0,999.0,SHOEA4HAJ8FZ5HCX,Footwear,Catwalk Boots,2079,1256,Footwear,1
Rialto Boots,3295.0,2395.0,SHOED5DCSTQKZCGF,Footwear,Rialto Boots,3289,2696,Footwear,1
Salt N Pepper 12-298 Taupe Boots,4395.0,2150.0,SHOE92ZZVRNZHNSB,Footwear,Salt N Pepper 12-298 Taupe Boots,4388,2443,Footwear,1
"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",8995.0,7495.0,WATECGG4W76YEBUB,Watches,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",8977,8511,Watches,1
Magnum Footwear Lifestyle Boots,5999.0,3199.0,SHOEBZ3DYJZDTGAP,Footwear,Magnum Footwear Lifestyle Boots,5983,4146,Footwear,1
Steppings Trendy Boots,3599.0,2519.0,SHOE3S9B2TDHEQDU,Footwear,Steppings Trendy Boots,3580,2780,Footwear,1
"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",2499.0,599.0,WATECQHN32HEEQGY,Watches,"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",2484,728,Watches,1
Steppings Trendy Boots,2199.0,1099.0,SHOE2GUGZGFYZHEY,Footwear,Steppings Trendy Boots,2179,1295,Footwear,1
"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",1990.0,699.0,WATE8GDGPNKRTURP,Watches,"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",1976,819,Watches,1
TSG Kelz Boots,2650.0,2650.0,SHOEFSE2WAFKZFHX,Footwear,TSG Kelz Boots,2646,3402,Footwear,1
"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",2999.0,995.0,WATECE855W5YFE3H,Watches,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",2994,1131,Watches,1
J.D.H. 111-222 Boots,1500.0,599.0,SHOE4HKYRFPHCJWX,Footwear,J.D.H. 111-222 Boots,1495,767,Footwear,1
"Disney 98189 Analog Watch  - For Boys, Girls",1800.0,900.0,WATDQZGHJ9ARVGGK,Watches,"Disney 98189 Analog Watch  - For Boys, Girls",1794,1032,Watches,1
Get Glamr Designer Snowra Boots,2799.0,2239.0,SHOEC8QGTYTSYHRC,Footwear,Get Glamr Designer Snowra Boots,2793,2605,Footwear,1
"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1999.0,849.0,WATECKRBTUPHUXPC,Watches,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1997,1102,Watches,1
Pinza Black Christmas Boots,3350.0,1900.0,SHOE2K68QHZ3DWZF,Footwear,Pinza Black Christmas Boots,3335,2334,Footwear,1
Kielz Ladies Boots,2799.0,1299.0,SHOEFMRZZEBCGEJT,Footwear,Kielz Ladies Boots,2781,1560,Footwear,1
Salt N Pepper 13-552 Rebacca Almond Boots,3495.0,2621.0,SHODUMFYWHFYZRPY,Footwear,Salt N Pepper 13-552 Rebacca Almond Boots,3482,2941,Footwear,1
"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",1299.0,299.0,WATE68H5CT3JRKEZ,Watches,"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",1287,333,Watches,1
Disney DW100405 Digital Watch  - For Boys,1495.0,1345.0,WATEBYJABFE8WYTN,Watches,Disney DW100405 Digital Watch  - For Boys,1477,1641,Watches,1
Selfie Boots,1200.0,599.0,SHOECSWQHDGU3DUC,Footwear,Selfie Boots,1185,710,Footwear,1
"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0,WATECSW5DJ3UBZYT,Watches,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",1075,701,Watches,1
Belle Gambe Boots,3499.0,1795.0,SHOEC9FZ7W9HTAQG,Footwear,Belle Gambe Boots,3482,2301,Footwear,1
"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",795.0,795.0,WATDXN6HPRHJ5H3A,Watches,"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",784,995,Watches,1
"Elantra S 10 Analog Watch  - For Boys, Men",2150.0,950.0,WATEC87GMAMZAMWA,Watches,"Elantra S 10 Analog Watch  - For Boys, Men",2136,1094,Watches,1
Willy Winkies Black Boots,1499.0,999.0,SHOE4JCEZDRSHC4S,Footwear,Willy Winkies Black Boots,1484,1117,Footwear,1
"Marvel DW100243 Digital Watch  - For Boys, Girls",299.0,299.0,WATE3GEYE8JQT7WM,Watches,"Marvel DW100243 Digital Watch  - For Boys, Girls",282,348,Watches,1
DJH Boots,999.0,499.0,SHOEBN3FFYG75P3D,Footwear,DJH Boots,980,578,Footwear,1
"Franck Bella FB123D Analog Watch  - For Men, Boys",1645.0,1316.0,WATEATZUJHKHH59V,Watches,"Franck Bella FB123D Analog Watch  - For Men, Boys",1636,1543,Watches,1
Get Glamr Stylish Boots,1999.0,499.0,SHOE3URGKNFYXDGP,Footwear,Get Glamr Stylish Boots,1981,631,Footwear,1
"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1299.0,899.0,WATE9MVXJXHZHEJU,Watches,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1286,1068,Watches,1
Magnum Footwear Lifestyle Boots,5999.0,3599.0,SHOEBYWT3QBBAVXJ,Footwear,Magnum Footwear Lifestyle Boots,5990,4243,Footwear,1
Pinza Blue Cowboy Boots,3250.0,1800.0,SHOE2HYSVYWTPJYF,Footwear,Pinza Blue Cowboy Boots,3241,2105,Footwear,1
Magnum Footwear Lifestyle Boots,3599.0,2399.0,SHOEBYY4ZDWGQGEW,Footwear,Magnum Footwear Lifestyle Boots,3591,2737,Footwear,1
Steppings Trendy Boots,2199.0,1099.0,SHOE3S9BYE5XWSKS,Footwear,Steppings Trendy Boots,2182,1234,Footwear,1
"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",1299.0,499.0,WATEBGPF2YN8ZRHN,Watches,"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",1298,648,Watches,1
CatBird Boots,1399.0,999.0,SHOECD7Y2Q4ZZRDF,Footwear,CatBird Boots,1385,1175,Footwear,1
Bruno Manetti 664 Boots,2999.0,1199.0,SHOEC8AYVM7NFH6U,Footwear,Bruno Manetti 664 Boots,2998,1485,Footwear,1
"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1499.0,599.0,WATEB2FZUMQU4W7R,Watches,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1480,682,Watches,1
Get Glamr Designer Kuyal Boots,2799.0,2239.0,SHOEC8QGS3H5XRKD,Footwear,Get Glamr Designer Kuyal Boots,2797,2714,Footwear,1
"Zoop C4040PP03 Digital Watch  - For Boys, Girls",750.0,750.0,WATDG487YZTHEJZZ,Watches,"Zoop C4040PP03 Digital Watch  - For Boys, Girls",745,905,Watches,1
"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",2399.0,479.0,WATEBS5YABDG6ART,Watches,"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",2381,535,Watches,1
Stylistry Maxis Sa3228-25relong1712 Boots,2299.0,1599.0,SHOE2NKQ4NXGAMYX,Footwear,Stylistry Maxis Sa3228-25relong1712 Boots,2294,2031,Footwear,1
Steppings Trendy Boots,1799.0,719.0,SHOE2FQCEAQCPYTS,Footwear,Steppings Trendy Boots,1780,820,Footwear,1
Salt N Pepper 14-475 Dorthea Almond Boots Boots,4695.0,3521.0,SHOE6ZQDA5GGTYHS,Footwear,Salt N Pepper 14-475 Dorthea Almond Boots Boots,4684,4359,Footwear,1
"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6995.0,6645.0,WATECKYCCMXUQQMS,Watches,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6979,8225,Watches,1
Rialto Boots,2495.0,1799.0,SHOED6K6Z3G5DCGB,Footwear,Rialto Boots,2487,1990,Footwear,1
"SwissFire 205SM005 Analog Watch  - For Boys, Men",2195.0,1207.0,WATEAYPYDEVBVHJ6,Watches,"SwissFire 205SM005 Analog Watch  - For Boys, Men",2176,1500,Watches,1
Get Glamr Designer Uggy Boots,3499.0,2799.0,SHOEC8QG3CV6YYDJ,Footwear,Get Glamr Designer Uggy Boots,3490,3140,Footwear,1
"A Avon PK_741 Analog Watch  - For Men, Boys",1299.0,639.0,WATECYMJPRYH8D3E,Watches,"A Avon PK_741 Analog Watch  - For Men, Boys",1285,803,Watches,1
Carl 3346-1-Cheetablue Boots,2299.0,1149.0,SHOE32FUXGXGBB5Z,Footwear,Carl 3346-1-Cheetablue Boots,2296,1398,Footwear,1
Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1235.0,1235.0,WATE7YW5EWWECCEM,Watches,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1233,1407,Watches,1
Kielz Ladies Boots,2799.0,1299.0,SHOEF9G7ZES6C5HU,Footwear,Kielz Ladies Boots,2787,1637,Footwear,1
Swag 670014 Analog Watch  - For Boys,1499.0,599.0,WATEBSZUTGAQBCFN,Watches,Swag 670014 Analog Watch  - For Boys,1498,740,Watches,1
"Zoop C3030PP05 Analog Watch  - For Boys, Girls",650.0,650.0,WATDZDSVWQRRGERC,Watches,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",632,807,Watches,1
20Dresses Brown Shiver Me Timbers Boots,2795.0,2795.0,SHOEFHKHHVGZQ9FY,Footwear,20Dresses Brown Shiver Me Timbers Boots,2785,3165,Footwear,1
"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0,BALEGFWGYHBSY4UE,SportsFitness,"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1181,656,SportsFitness,1
"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0,BALEGFXZGSRGJKJY,SportsFitness,"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1177,744,SportsFitness,1
"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0,BALEGFWE2Z7GTDMS,SportsFitness,"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1176,730,SportsFitness,1
"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0,BALEGFXZZ3MRZYVC,SportsFitness,"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1189,721,SportsFitness,1
Traditions Printed Protective Men's Gloves,500.0,399.0,GVEEJ8HYZGXTNYYH,Clothing,Traditions Printed Protective Men's Gloves,491,507,Clothing,1
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,DSTEJJ8VGMGUFVWF,HomeFurnishing,First Choice Cotton Embroidered Diwan Set,2192,1178,HomeFurnishing,1
Eccellente Solid Hip Hop Cap,899.0,336.0,CAPEHXTRYTBBN2QK,Clothing,Eccellente Solid Hip Hop Cap,879,422,Clothing,1
Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,1799.0,799.0,WADECHFGPKW3DHDX,PensStationery,Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,1798,977,PensStationery,1
Traditions Printed Protective Men's Gloves,500.0,399.0,GVEEJ8HYPD9KYQ3H,Clothing,Traditions Printed Protective Men's Gloves,485,442,Clothing,1
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,DSTEJJ8VUGD5ZWVY,HomeFurnishing,First Choice Cotton Embroidered Diwan Set,2197,1181,HomeFurnishing,1
First Choice Cotton Embroidered Diwan Set,2199.0,979.0,DSTEJJ8UB6GWJWFX,HomeFurnishing,First Choice Cotton Embroidered Diwan Set,2194,1090,HomeFurnishing,1
JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,1399.0,770.0,KITEGFBDSYZSVBKB,SportsFitness,JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,1380,923,SportsFitness,1
Masaba for Magic fairy Girl's Layered Pink Dress,1775.0,1598.0,DREEJ3V5R9GQJNSY,Clothing,Masaba for Magic fairy Girl's Layered Pink Dress,1758,1840,Clothing,1
